lt,t,v,timestamp
2025-10-07T00:40:00.000,2025-10-07T08:40:00.000Z,-2.534,2025-10-07T00:00:00Z
2025-10-07T00:30:00.000,2025-10-07T08:30:00.000Z,-2.546,2025-10-07T00:00:00Z
2025-10-07T00:20:00.000,2025-10-07T08:20:00.000Z,-2.546,2025-10-07T00:00:00Z
2025-10-07T00:10:00.000,2025-10-07T08:10:00.000Z,-2.345,2025-10-07T00:00:00Z
2025-10-07T00:00:00.000,2025-10-07T08:00:00.000Z,-2.287,2025-10-07T00:00:00Z
2025-10-06T23:50:00.000,2025-10-07T07:50:00.000Z,-1.977,2025-10-07T00:00:00Z
2025-10-06T23:40:00.000,2025-10-07T07:40:00.000Z,-2.062,2025-10-07T00:00:00Z
2025-10-06T23:30:00.000,2025-10-07T07:30:00.000Z,-2.067,2025-10-07T00:00:00Z
2025-10-06T23:20:00.000,2025-10-07T07:20:00.000Z,-2.043,2025-10-07T00:00:00Z
2025-10-06T23:10:00.000,2025-10-07T07:10:00.000Z,-1.822,2025-10-07T00:00:00Z
2025-10-06T23:00:00.000,2025-10-07T07:00:00.000Z,-1.66,2025-10-07T00:00:00Z
2025-10-06T22:50:00.000,2025-10-07T06:50:00.000Z,-1.718,2025-10-07T00:00:00Z
2025-10-06T22:40:00.000,2025-10-07T06:40:00.000Z,-2.083,2025-10-07T00:00:00Z
2025-10-06T22:30:00.000,2025-10-07T06:30:00.000Z,-2.228,2025-10-07T00:00:00Z
2025-10-06T22:20:00.000,2025-10-07T06:20:00.000Z,-2.274,2025-10-07T00:00:00Z
2025-10-06T22:10:00.000,2025-10-07T06:10:00.000Z,-2.261,2025-10-07T00:00:00Z
2025-10-06T22:00:00.000,2025-10-07T06:00:00.000Z,-2.126,2025-10-07T00:00:00Z
2025-10-06T21:50:00.000,2025-10-07T05:50:00.000Z,-2.141,2025-10-07T00:00:00Z
2025-10-06T21:40:00.000,2025-10-07T05:40:00.000Z,-2.282,2025-10-07T00:00:00Z
2025-10-06T21:30:00.000,2025-10-07T05:30:00.000Z,-2.603,2025-10-07T00:00:00Z
2025-10-06T21:20:00.000,2025-10-07T05:20:00.000Z,-2.245,2025-10-07T00:00:00Z
2025-10-06T21:10:00.000,2025-10-07T05:10:00.000Z,-1.704,2025-10-07T00:00:00Z
2025-10-06T21:00:00.000,2025-10-07T05:00:00.000Z,-1.605,2025-10-07T00:00:00Z
2025-10-06T20:50:00.000,2025-10-07T04:50:00.000Z,-1.786,2025-10-07T00:00:00Z
2025-10-06T20:40:00.000,2025-10-07T04:40:00.000Z,-1.601,2025-10-07T00:00:00Z
2025-10-06T20:30:00.000,2025-10-07T04:30:00.000Z,-1.338,2025-10-07T00:00:00Z
2025-10-06T20:20:00.000,2025-10-07T04:20:00.000Z,-1.048,2025-10-07T00:00:00Z
2025-10-06T20:10:00.000,2025-10-07T04:10:00.000Z,-1.376,2025-10-07T00:00:00Z
2025-10-06T20:00:00.000,2025-10-07T04:00:00.000Z,-0.79,2025-10-07T00:00:00Z
2025-10-06T19:50:00.000,2025-10-07T03:50:00.000Z,-0.988,2025-10-07T00:00:00Z
2025-10-06T19:40:00.000,2025-10-07T03:40:00.000Z,-1.359,2025-10-07T00:00:00Z
2025-10-06T19:30:00.000,2025-10-07T03:30:00.000Z,-1.88,2025-10-07T00:00:00Z
2025-10-06T19:20:00.000,2025-10-07T03:20:00.000Z,-1.795,2025-10-07T00:00:00Z
2025-10-06T19:10:00.000,2025-10-07T03:10:00.000Z,-1.592,2025-10-07T00:00:00Z
2025-10-06T19:00:00.000,2025-10-07T03:00:00.000Z,-1.436,2025-10-07T00:00:00Z
2025-10-06T18:50:00.000,2025-10-07T02:50:00.000Z,-1.113,2025-10-07T00:00:00Z
2025-10-06T18:40:00.000,2025-10-07T02:40:00.000Z,-1.076,2025-10-07T00:00:00Z
2025-10-06T18:30:00.000,2025-10-07T02:30:00.000Z,-1.072,2025-10-07T00:00:00Z
2025-10-06T18:20:00.000,2025-10-07T02:20:00.000Z,-1.017,2025-10-07T00:00:00Z
2025-10-06T18:10:00.000,2025-10-07T02:10:00.000Z,-0.918,2025-10-07T00:00:00Z
2025-10-06T18:00:00.000,2025-10-07T02:00:00.000Z,-0.774,2025-10-07T00:00:00Z
2025-10-06T17:50:00.000,2025-10-07T01:50:00.000Z,-0.495,2025-10-07T00:00:00Z
2025-10-06T17:40:00.000,2025-10-07T01:40:00.000Z,-0.321,2025-10-07T00:00:00Z
2025-10-06T17:30:00.000,2025-10-07T01:30:00.000Z,-0.17,2025-10-07T00:00:00Z
2025-10-06T17:20:00.000,2025-10-07T01:20:00.000Z,-0.07,2025-10-07T00:00:00Z
2025-10-06T17:10:00.000,2025-10-07T01:10:00.000Z,0.056,2025-10-07T00:00:00Z
2025-10-06T17:00:00.000,2025-10-07T01:00:00.000Z,0.153,2025-10-07T00:00:00Z
2025-10-06T16:50:00.000,2025-10-07T00:50:00.000Z,0.445,2025-10-07T00:00:00Z
2025-10-06T16:40:00.000,2025-10-07T00:40:00.000Z,0.406,2025-10-07T00:00:00Z
2025-10-06T16:30:00.000,2025-10-07T00:30:00.000Z,0.656,2025-10-07T00:00:00Z
2025-10-06T16:20:00.000,2025-10-07T00:20:00.000Z,1.097,2025-10-07T00:00:00Z
2025-10-06T16:10:00.000,2025-10-07T00:10:00.000Z,1.411,2025-10-07T00:00:00Z
2025-10-06T16:00:00.000,2025-10-07T00:00:00.000Z,1,2025-10-07T00:00:00Z
2025-10-06T15:50:00.000,2025-10-06T23:50:00.000Z,1.278,2025-10-06T00:00:00Z
2025-10-06T15:40:00.000,2025-10-06T23:40:00.000Z,1.389,2025-10-06T00:00:00Z
2025-10-06T15:30:00.000,2025-10-06T23:30:00.000Z,1.59,2025-10-06T00:00:00Z
2025-10-06T15:20:00.000,2025-10-06T23:20:00.000Z,2.512,2025-10-06T00:00:00Z
2025-10-06T15:10:00.000,2025-10-06T23:10:00.000Z,2.131,2025-10-06T00:00:00Z
2025-10-06T15:00:00.000,2025-10-06T23:00:00.000Z,2.085,2025-10-06T00:00:00Z
2025-10-06T14:50:00.000,2025-10-06T22:50:00.000Z,2.364,2025-10-06T00:00:00Z
2025-10-06T14:40:00.000,2025-10-06T22:40:00.000Z,2.007,2025-10-06T00:00:00Z
2025-10-06T14:30:00.000,2025-10-06T22:30:00.000Z,1.924,2025-10-06T00:00:00Z
2025-10-06T14:20:00.000,2025-10-06T22:20:00.000Z,2.888,2025-10-06T00:00:00Z
2025-10-06T14:10:00.000,2025-10-06T22:10:00.000Z,2.712,2025-10-06T00:00:00Z
2025-10-06T14:00:00.000,2025-10-06T22:00:00.000Z,2.028,2025-10-06T00:00:00Z
2025-10-06T13:50:00.000,2025-10-06T21:50:00.000Z,1.865,2025-10-06T00:00:00Z
2025-10-06T13:40:00.000,2025-10-06T21:40:00.000Z,1.71,2025-10-06T00:00:00Z
2025-10-06T13:30:00.000,2025-10-06T21:30:00.000Z,1.518,2025-10-06T00:00:00Z
2025-10-06T13:20:00.000,2025-10-06T21:20:00.000Z,1.327,2025-10-06T00:00:00Z
2025-10-06T13:10:00.000,2025-10-06T21:10:00.000Z,1.67,2025-10-06T00:00:00Z
2025-10-06T13:00:00.000,2025-10-06T21:00:00.000Z,1.729,2025-10-06T00:00:00Z
2025-10-06T12:50:00.000,2025-10-06T20:50:00.000Z,1.661,2025-10-06T00:00:00Z
2025-10-06T12:40:00.000,2025-10-06T20:40:00.000Z,1.735,2025-10-06T00:00:00Z
2025-10-06T12:30:00.000,2025-10-06T20:30:00.000Z,2.117,2025-10-06T00:00:00Z
2025-10-06T12:20:00.000,2025-10-06T20:20:00.000Z,2.471,2025-10-06T00:00:00Z
2025-10-06T12:10:00.000,2025-10-06T20:10:00.000Z,3.411,2025-10-06T00:00:00Z
2025-10-06T12:00:00.000,2025-10-06T20:00:00.000Z,3.239,2025-10-06T00:00:00Z
2025-10-06T11:50:00.000,2025-10-06T19:50:00.000Z,3.373,2025-10-06T00:00:00Z
2025-10-06T11:40:00.000,2025-10-06T19:40:00.000Z,3.874,2025-10-06T00:00:00Z
2025-10-06T11:30:00.000,2025-10-06T19:30:00.000Z,4.305,2025-10-06T00:00:00Z
2025-10-06T11:20:00.000,2025-10-06T19:20:00.000Z,3.746,2025-10-06T00:00:00Z
2025-10-06T11:10:00.000,2025-10-06T19:10:00.000Z,3.488,2025-10-06T00:00:00Z
2025-10-06T11:00:00.000,2025-10-06T19:00:00.000Z,3.178,2025-10-06T00:00:00Z
2025-10-06T10:50:00.000,2025-10-06T18:50:00.000Z,3.11,2025-10-06T00:00:00Z
2025-10-06T10:40:00.000,2025-10-06T18:40:00.000Z,3.407,2025-10-06T00:00:00Z
2025-10-06T10:30:00.000,2025-10-06T18:30:00.000Z,3.258,2025-10-06T00:00:00Z
2025-10-06T10:20:00.000,2025-10-06T18:20:00.000Z,3.883,2025-10-06T00:00:00Z
2025-10-06T10:10:00.000,2025-10-06T18:10:00.000Z,3.31,2025-10-06T00:00:00Z
2025-10-06T10:00:00.000,2025-10-06T18:00:00.000Z,2.994,2025-10-06T00:00:00Z
2025-10-06T09:50:00.000,2025-10-06T17:50:00.000Z,2.595,2025-10-06T00:00:00Z
2025-10-06T09:40:00.000,2025-10-06T17:40:00.000Z,2.767,2025-10-06T00:00:00Z
2025-10-06T09:30:00.000,2025-10-06T17:30:00.000Z,3.029,2025-10-06T00:00:00Z
2025-10-06T09:20:00.000,2025-10-06T17:20:00.000Z,2.888,2025-10-06T00:00:00Z
2025-10-06T09:10:00.000,2025-10-06T17:10:00.000Z,2.922,2025-10-06T00:00:00Z
2025-10-06T09:00:00.000,2025-10-06T17:00:00.000Z,2.625,2025-10-06T00:00:00Z
2025-10-06T08:50:00.000,2025-10-06T16:50:00.000Z,2.175,2025-10-06T00:00:00Z
2025-10-06T08:40:00.000,2025-10-06T16:40:00.000Z,1.962,2025-10-06T00:00:00Z
2025-10-06T08:30:00.000,2025-10-06T16:30:00.000Z,1.938,2025-10-06T00:00:00Z
2025-10-06T08:20:00.000,2025-10-06T16:20:00.000Z,1.893,2025-10-06T00:00:00Z
2025-10-06T08:10:00.000,2025-10-06T16:10:00.000Z,1.829,2025-10-06T00:00:00Z
2025-10-06T08:00:00.000,2025-10-06T16:00:00.000Z,1.498,2025-10-06T00:00:00Z
2025-10-06T07:50:00.000,2025-10-06T15:50:00.000Z,0.647,2025-10-06T00:00:00Z
2025-10-06T07:40:00.000,2025-10-06T15:40:00.000Z,1.228,2025-10-06T00:00:00Z
2025-10-06T07:30:00.000,2025-10-06T15:30:00.000Z,0.881,2025-10-06T00:00:00Z
2025-10-06T07:20:00.000,2025-10-06T15:20:00.000Z,0.249,2025-10-06T00:00:00Z
2025-10-06T07:10:00.000,2025-10-06T15:10:00.000Z,-0.218,2025-10-06T00:00:00Z
2025-10-06T07:00:00.000,2025-10-06T15:00:00.000Z,-0.695,2025-10-06T00:00:00Z
2025-10-06T06:50:00.000,2025-10-06T14:50:00.000Z,-1.108,2025-10-06T00:00:00Z
2025-10-06T06:40:00.000,2025-10-06T14:40:00.000Z,-1.37,2025-10-06T00:00:00Z
2025-10-06T06:30:00.000,2025-10-06T14:30:00.000Z,-1.975,2025-10-06T00:00:00Z
2025-10-06T06:20:00.000,2025-10-06T14:20:00.000Z,-2.584,2025-10-06T00:00:00Z
2025-10-06T06:10:00.000,2025-10-06T14:10:00.000Z,-2.91,2025-10-06T00:00:00Z
2025-10-06T06:00:00.000,2025-10-06T14:00:00.000Z,-3.243,2025-10-06T00:00:00Z
2025-10-06T05:50:00.000,2025-10-06T13:50:00.000Z,-3.392,2025-10-06T00:00:00Z
2025-10-06T05:40:00.000,2025-10-06T13:40:00.000Z,-3.069,2025-10-06T00:00:00Z
2025-10-06T05:30:00.000,2025-10-06T13:30:00.000Z,-3.077,2025-10-06T00:00:00Z
2025-10-06T05:20:00.000,2025-10-06T13:20:00.000Z,-2.868,2025-10-06T00:00:00Z
2025-10-06T05:10:00.000,2025-10-06T13:10:00.000Z,-2.804,2025-10-06T00:00:00Z
2025-10-06T05:00:00.000,2025-10-06T13:00:00.000Z,-2.848,2025-10-06T00:00:00Z
2025-10-06T04:50:00.000,2025-10-06T12:50:00.000Z,-1.86,2025-10-06T00:00:00Z
2025-10-06T04:40:00.000,2025-10-06T12:40:00.000Z,-1.803,2025-10-06T00:00:00Z
2025-10-06T04:30:00.000,2025-10-06T12:30:00.000Z,-1.81,2025-10-06T00:00:00Z
2025-10-06T04:20:00.000,2025-10-06T12:20:00.000Z,-1.894,2025-10-06T00:00:00Z
2025-10-06T04:10:00.000,2025-10-06T12:10:00.000Z,-2.01,2025-10-06T00:00:00Z
2025-10-06T04:00:00.000,2025-10-06T12:00:00.000Z,-1.964,2025-10-06T00:00:00Z
2025-10-06T03:50:00.000,2025-10-06T11:50:00.000Z,-1.961,2025-10-06T00:00:00Z
2025-10-06T03:40:00.000,2025-10-06T11:40:00.000Z,-1.864,2025-10-06T00:00:00Z
2025-10-06T03:30:00.000,2025-10-06T11:30:00.000Z,-1.862,2025-10-06T00:00:00Z
2025-10-06T03:20:00.000,2025-10-06T11:20:00.000Z,-1.812,2025-10-06T00:00:00Z
2025-10-06T03:10:00.000,2025-10-06T11:10:00.000Z,-1.882,2025-10-06T00:00:00Z
2025-10-06T03:00:00.000,2025-10-06T11:00:00.000Z,-2.06,2025-10-06T00:00:00Z
2025-10-06T02:50:00.000,2025-10-06T10:50:00.000Z,-2.1,2025-10-06T00:00:00Z
2025-10-06T02:40:00.000,2025-10-06T10:40:00.000Z,-2.22,2025-10-06T00:00:00Z
2025-10-06T02:30:00.000,2025-10-06T10:30:00.000Z,-2.366,2025-10-06T00:00:00Z
2025-10-06T02:20:00.000,2025-10-06T10:20:00.000Z,-2.491,2025-10-06T00:00:00Z
2025-10-06T02:10:00.000,2025-10-06T10:10:00.000Z,-2.739,2025-10-06T00:00:00Z
2025-10-06T02:00:00.000,2025-10-06T10:00:00.000Z,-2.849,2025-10-06T00:00:00Z
2025-10-06T01:50:00.000,2025-10-06T09:50:00.000Z,-2.77,2025-10-06T00:00:00Z
2025-10-06T01:40:00.000,2025-10-06T09:40:00.000Z,-2.671,2025-10-06T00:00:00Z
2025-10-06T01:30:00.000,2025-10-06T09:30:00.000Z,-2.826,2025-10-06T00:00:00Z
2025-10-06T01:20:00.000,2025-10-06T09:20:00.000Z,-2.848,2025-10-06T00:00:00Z
2025-10-06T01:10:00.000,2025-10-06T09:10:00.000Z,-2.846,2025-10-06T00:00:00Z
2025-10-06T01:00:00.000,2025-10-06T09:00:00.000Z,-2.828,2025-10-06T00:00:00Z
2025-10-06T00:50:00.000,2025-10-06T08:50:00.000Z,-2.808,2025-10-06T00:00:00Z
2025-10-06T00:40:00.000,2025-10-06T08:40:00.000Z,-2.951,2025-10-06T00:00:00Z
2025-10-06T00:30:00.000,2025-10-06T08:30:00.000Z,-2.843,2025-10-06T00:00:00Z
2025-10-06T00:20:00.000,2025-10-06T08:20:00.000Z,-2.809,2025-10-06T00:00:00Z
2025-10-06T00:10:00.000,2025-10-06T08:10:00.000Z,-2.828,2025-10-06T00:00:00Z
2025-10-06T00:00:00.000,2025-10-06T08:00:00.000Z,-2.769,2025-10-06T00:00:00Z
2025-10-05T23:50:00.000,2025-10-06T07:50:00.000Z,-2.784,2025-10-06T00:00:00Z
2025-10-05T23:40:00.000,2025-10-06T07:40:00.000Z,-2.8,2025-10-06T00:00:00Z
2025-10-05T23:30:00.000,2025-10-06T07:30:00.000Z,-3.11,2025-10-06T00:00:00Z
2025-10-05T23:20:00.000,2025-10-06T07:20:00.000Z,-3.024,2025-10-06T00:00:00Z
2025-10-05T23:10:00.000,2025-10-06T07:10:00.000Z,-3.741,2025-10-06T00:00:00Z
2025-10-05T23:00:00.000,2025-10-06T07:00:00.000Z,-3.797,2025-10-06T00:00:00Z
2025-10-05T22:50:00.000,2025-10-06T06:50:00.000Z,-3.413,2025-10-06T00:00:00Z
2025-10-05T22:40:00.000,2025-10-06T06:40:00.000Z,-3.412,2025-10-06T00:00:00Z
2025-10-05T22:30:00.000,2025-10-06T06:30:00.000Z,-2.255,2025-10-06T00:00:00Z
2025-10-05T22:20:00.000,2025-10-06T06:20:00.000Z,-2.143,2025-10-06T00:00:00Z
2025-10-05T22:10:00.000,2025-10-06T06:10:00.000Z,-2.173,2025-10-06T00:00:00Z
2025-10-05T22:00:00.000,2025-10-06T06:00:00.000Z,-2.22,2025-10-06T00:00:00Z
2025-10-05T21:50:00.000,2025-10-06T05:50:00.000Z,-2.131,2025-10-06T00:00:00Z
2025-10-05T21:40:00.000,2025-10-06T05:40:00.000Z,-2.254,2025-10-06T00:00:00Z
2025-10-05T21:30:00.000,2025-10-06T05:30:00.000Z,-2.271,2025-10-06T00:00:00Z
2025-10-05T21:20:00.000,2025-10-06T05:20:00.000Z,-2.373,2025-10-06T00:00:00Z
2025-10-05T21:10:00.000,2025-10-06T05:10:00.000Z,-2.559,2025-10-06T00:00:00Z
2025-10-05T21:00:00.000,2025-10-06T05:00:00.000Z,-2.68,2025-10-06T00:00:00Z
2025-10-05T20:50:00.000,2025-10-06T04:50:00.000Z,-2.296,2025-10-06T00:00:00Z
2025-10-05T20:40:00.000,2025-10-06T04:40:00.000Z,-1.855,2025-10-06T00:00:00Z
2025-10-05T20:30:00.000,2025-10-06T04:30:00.000Z,-1.499,2025-10-06T00:00:00Z
2025-10-05T20:20:00.000,2025-10-06T04:20:00.000Z,-1.413,2025-10-06T00:00:00Z
2025-10-05T20:10:00.000,2025-10-06T04:10:00.000Z,-1.546,2025-10-06T00:00:00Z
2025-10-05T20:00:00.000,2025-10-06T04:00:00.000Z,-1.627,2025-10-06T00:00:00Z
2025-10-05T19:50:00.000,2025-10-06T03:50:00.000Z,-2.168,2025-10-06T00:00:00Z
2025-10-05T19:40:00.000,2025-10-06T03:40:00.000Z,-2.243,2025-10-06T00:00:00Z
2025-10-05T19:30:00.000,2025-10-06T03:30:00.000Z,-2.119,2025-10-06T00:00:00Z
2025-10-05T19:20:00.000,2025-10-06T03:20:00.000Z,-2.098,2025-10-06T00:00:00Z
2025-10-05T19:10:00.000,2025-10-06T03:10:00.000Z,-2.119,2025-10-06T00:00:00Z
2025-10-05T19:00:00.000,2025-10-06T03:00:00.000Z,-2.115,2025-10-06T00:00:00Z
2025-10-05T18:50:00.000,2025-10-06T02:50:00.000Z,-2.124,2025-10-06T00:00:00Z
2025-10-05T18:40:00.000,2025-10-06T02:40:00.000Z,-2.103,2025-10-06T00:00:00Z
2025-10-05T18:30:00.000,2025-10-06T02:30:00.000Z,-1.901,2025-10-06T00:00:00Z
2025-10-05T18:20:00.000,2025-10-06T02:20:00.000Z,-1.817,2025-10-06T00:00:00Z
2025-10-05T18:10:00.000,2025-10-06T02:10:00.000Z,-1.78,2025-10-06T00:00:00Z
2025-10-05T18:00:00.000,2025-10-06T02:00:00.000Z,-1.545,2025-10-06T00:00:00Z
2025-10-05T17:50:00.000,2025-10-06T01:50:00.000Z,-1.453,2025-10-06T00:00:00Z
2025-10-05T17:40:00.000,2025-10-06T01:40:00.000Z,-1.399,2025-10-06T00:00:00Z
2025-10-05T17:30:00.000,2025-10-06T01:30:00.000Z,-1.264,2025-10-06T00:00:00Z
2025-10-05T17:20:00.000,2025-10-06T01:20:00.000Z,-1.08,2025-10-06T00:00:00Z
2025-10-05T17:10:00.000,2025-10-06T01:10:00.000Z,-0.956,2025-10-06T00:00:00Z
2025-10-05T17:00:00.000,2025-10-06T01:00:00.000Z,-0.822,2025-10-06T00:00:00Z
2025-10-05T16:50:00.000,2025-10-06T00:50:00.000Z,-0.59,2025-10-06T00:00:00Z
2025-10-05T16:40:00.000,2025-10-06T00:40:00.000Z,-0.433,2025-10-06T00:00:00Z
2025-10-05T16:30:00.000,2025-10-06T00:30:00.000Z,-0.362,2025-10-06T00:00:00Z
2025-10-05T16:20:00.000,2025-10-06T00:20:00.000Z,0,2025-10-06T00:00:00Z
2025-10-05T16:10:00.000,2025-10-06T00:10:00.000Z,0.163,2025-10-06T00:00:00Z
2025-10-05T16:00:00.000,2025-10-06T00:00:00.000Z,0.694,2025-10-06T00:00:00Z
2025-10-05T15:50:00.000,2025-10-05T23:50:00.000Z,0.942,2025-10-05T00:00:00Z
2025-10-05T15:40:00.000,2025-10-05T23:40:00.000Z,0.94,2025-10-05T00:00:00Z
2025-10-05T15:30:00.000,2025-10-05T23:30:00.000Z,0.661,2025-10-05T00:00:00Z
2025-10-05T15:20:00.000,2025-10-05T23:20:00.000Z,1.378,2025-10-05T00:00:00Z
2025-10-05T15:10:00.000,2025-10-05T23:10:00.000Z,1.365,2025-10-05T00:00:00Z
2025-10-05T15:00:00.000,2025-10-05T23:00:00.000Z,1.36,2025-10-05T00:00:00Z
2025-10-05T14:50:00.000,2025-10-05T22:50:00.000Z,1.405,2025-10-05T00:00:00Z
2025-10-05T14:40:00.000,2025-10-05T22:40:00.000Z,1.163,2025-10-05T00:00:00Z
2025-10-05T14:30:00.000,2025-10-05T22:30:00.000Z,1.7,2025-10-05T00:00:00Z
2025-10-05T14:20:00.000,2025-10-05T22:20:00.000Z,1.902,2025-10-05T00:00:00Z
2025-10-05T14:10:00.000,2025-10-05T22:10:00.000Z,1.681,2025-10-05T00:00:00Z
2025-10-05T14:00:00.000,2025-10-05T22:00:00.000Z,1.799,2025-10-05T00:00:00Z
2025-10-05T13:50:00.000,2025-10-05T21:50:00.000Z,1.695,2025-10-05T00:00:00Z
2025-10-05T13:40:00.000,2025-10-05T21:40:00.000Z,1.272,2025-10-05T00:00:00Z
2025-10-05T13:30:00.000,2025-10-05T21:30:00.000Z,1.489,2025-10-05T00:00:00Z
2025-10-05T13:20:00.000,2025-10-05T21:20:00.000Z,1.378,2025-10-05T00:00:00Z
2025-10-05T13:10:00.000,2025-10-05T21:10:00.000Z,1.228,2025-10-05T00:00:00Z
2025-10-05T13:00:00.000,2025-10-05T21:00:00.000Z,1.217,2025-10-05T00:00:00Z
2025-10-05T12:50:00.000,2025-10-05T20:50:00.000Z,0.99,2025-10-05T00:00:00Z
2025-10-05T12:40:00.000,2025-10-05T20:40:00.000Z,0.932,2025-10-05T00:00:00Z
2025-10-05T12:30:00.000,2025-10-05T20:30:00.000Z,1,2025-10-05T00:00:00Z
2025-10-05T12:20:00.000,2025-10-05T20:20:00.000Z,0.841,2025-10-05T00:00:00Z
2025-10-05T12:10:00.000,2025-10-05T20:10:00.000Z,0.834,2025-10-05T00:00:00Z
2025-10-05T12:00:00.000,2025-10-05T20:00:00.000Z,0.689,2025-10-05T00:00:00Z
2025-10-05T11:50:00.000,2025-10-05T19:50:00.000Z,0.815,2025-10-05T00:00:00Z
2025-10-05T11:40:00.000,2025-10-05T19:40:00.000Z,0.633,2025-10-05T00:00:00Z
2025-10-05T11:30:00.000,2025-10-05T19:30:00.000Z,0.633,2025-10-05T00:00:00Z
2025-10-05T11:20:00.000,2025-10-05T19:20:00.000Z,0.622,2025-10-05T00:00:00Z
2025-10-05T11:10:00.000,2025-10-05T19:10:00.000Z,0.574,2025-10-05T00:00:00Z
2025-10-05T11:00:00.000,2025-10-05T19:00:00.000Z,0.651,2025-10-05T00:00:00Z
2025-10-05T10:50:00.000,2025-10-05T18:50:00.000Z,0.552,2025-10-05T00:00:00Z
2025-10-05T10:40:00.000,2025-10-05T18:40:00.000Z,0.707,2025-10-05T00:00:00Z
2025-10-05T10:30:00.000,2025-10-05T18:30:00.000Z,0.676,2025-10-05T00:00:00Z
2025-10-05T10:20:00.000,2025-10-05T18:20:00.000Z,0.437,2025-10-05T00:00:00Z
2025-10-05T10:10:00.000,2025-10-05T18:10:00.000Z,0.227,2025-10-05T00:00:00Z
2025-10-05T10:00:00.000,2025-10-05T18:00:00.000Z,0.203,2025-10-05T00:00:00Z
2025-10-05T09:50:00.000,2025-10-05T17:50:00.000Z,0.171,2025-10-05T00:00:00Z
2025-10-05T09:40:00.000,2025-10-05T17:40:00.000Z,-0.092,2025-10-05T00:00:00Z
2025-10-05T09:30:00.000,2025-10-05T17:30:00.000Z,-0.123,2025-10-05T00:00:00Z
2025-10-05T09:20:00.000,2025-10-05T17:20:00.000Z,-0.194,2025-10-05T00:00:00Z
2025-10-05T09:10:00.000,2025-10-05T17:10:00.000Z,-0.394,2025-10-05T00:00:00Z
2025-10-05T09:00:00.000,2025-10-05T17:00:00.000Z,-0.51,2025-10-05T00:00:00Z
2025-10-05T08:50:00.000,2025-10-05T16:50:00.000Z,-0.846,2025-10-05T00:00:00Z
2025-10-05T08:40:00.000,2025-10-05T16:40:00.000Z,-0.837,2025-10-05T00:00:00Z
2025-10-05T08:30:00.000,2025-10-05T16:30:00.000Z,-1.06,2025-10-05T00:00:00Z
2025-10-05T08:20:00.000,2025-10-05T16:20:00.000Z,-1.169,2025-10-05T00:00:00Z
2025-10-05T08:10:00.000,2025-10-05T16:10:00.000Z,-1.219,2025-10-05T00:00:00Z
2025-10-05T08:00:00.000,2025-10-05T16:00:00.000Z,-1.423,2025-10-05T00:00:00Z
2025-10-05T07:50:00.000,2025-10-05T15:50:00.000Z,-1.508,2025-10-05T00:00:00Z
2025-10-05T07:40:00.000,2025-10-05T15:40:00.000Z,-1.637,2025-10-05T00:00:00Z
2025-10-05T07:30:00.000,2025-10-05T15:30:00.000Z,-1.864,2025-10-05T00:00:00Z
2025-10-05T07:20:00.000,2025-10-05T15:20:00.000Z,-2.122,2025-10-05T00:00:00Z
2025-10-05T07:10:00.000,2025-10-05T15:10:00.000Z,-2.293,2025-10-05T00:00:00Z
2025-10-05T07:00:00.000,2025-10-05T15:00:00.000Z,-2.563,2025-10-05T00:00:00Z
2025-10-05T06:50:00.000,2025-10-05T14:50:00.000Z,-2.87,2025-10-05T00:00:00Z
2025-10-05T06:40:00.000,2025-10-05T14:40:00.000Z,-3.038,2025-10-05T00:00:00Z
2025-10-05T06:30:00.000,2025-10-05T14:30:00.000Z,-3.255,2025-10-05T00:00:00Z
2025-10-05T06:20:00.000,2025-10-05T14:20:00.000Z,-3.412,2025-10-05T00:00:00Z
2025-10-05T06:10:00.000,2025-10-05T14:10:00.000Z,-3.672,2025-10-05T00:00:00Z
2025-10-05T06:00:00.000,2025-10-05T14:00:00.000Z,-3.797,2025-10-05T00:00:00Z
2025-10-05T05:50:00.000,2025-10-05T13:50:00.000Z,-3.844,2025-10-05T00:00:00Z
2025-10-05T05:40:00.000,2025-10-05T13:40:00.000Z,-3.804,2025-10-05T00:00:00Z
2025-10-05T05:30:00.000,2025-10-05T13:30:00.000Z,-3.835,2025-10-05T00:00:00Z
2025-10-05T05:20:00.000,2025-10-05T13:20:00.000Z,-3.652,2025-10-05T00:00:00Z
2025-10-05T05:10:00.000,2025-10-05T13:10:00.000Z,-3.409,2025-10-05T00:00:00Z
2025-10-05T05:00:00.000,2025-10-05T13:00:00.000Z,-3.354,2025-10-05T00:00:00Z
2025-10-05T04:50:00.000,2025-10-05T12:50:00.000Z,-3.281,2025-10-05T00:00:00Z
2025-10-05T04:40:00.000,2025-10-05T12:40:00.000Z,-3.278,2025-10-05T00:00:00Z
2025-10-05T04:30:00.000,2025-10-05T12:30:00.000Z,-3.289,2025-10-05T00:00:00Z
2025-10-05T04:20:00.000,2025-10-05T12:20:00.000Z,-3.041,2025-10-05T00:00:00Z
2025-10-05T04:10:00.000,2025-10-05T12:10:00.000Z,-3.007,2025-10-05T00:00:00Z
2025-10-05T04:00:00.000,2025-10-05T12:00:00.000Z,-3.089,2025-10-05T00:00:00Z
2025-10-05T03:50:00.000,2025-10-05T11:50:00.000Z,-3.339,2025-10-05T00:00:00Z
2025-10-05T03:40:00.000,2025-10-05T11:40:00.000Z,-3.417,2025-10-05T00:00:00Z
